method,cluster_distance,cluster_std,precision_ratio_mean,precision_ratio_std,recall_ratio_mean,recall_ratio_std,f1_ratio_mean,f1_ratio_std,accuracy_ratio_mean,accuracy_ratio_std,precision_ratio_cv,recall_ratio_cv,f1_ratio_cv,accuracy_ratio_cv
Agglomerative (Hierarchical),0.0,0.2,1.0015659559060202,0.056344156779243565,1.1092096784682721,0.47988378467653653,1.0389402189300831,0.27124988611020434,1.006343369115986,0.033553009732801155,0.05625606226628823,0.4326357712089357,0.2610832473013141,0.03334151221394296
Agglomerative (Hierarchical),0.0,0.3,1.009592020609839,0.04219076812402806,0.9441715712958949,0.2804313157648093,0.9653971881528024,0.17432230164251622,1.0052828644462726,0.030903056296683683,0.04178991836578001,0.29701308987720476,0.18057055042398218,0.03074065756975339
Agglomerative (Hierarchical),0.0,0.4000000000000001,1.0093145866531317,0.05493743125355475,1.0622023485784953,0.25984988139408166,1.0296396877685947,0.13663687050198461,1.0077261656839123,0.0455360705725743,0.05443043425709941,0.244633126392376,0.13270357788762016,0.04518694872001303
Agglomerative (Hierarchical),0.0,0.5000000000000001,0.9987190687721098,0.048494770032461026,1.041836678898704,0.5514678803726026,1.0064649839861564,0.28546828752889236,0.9966741241209889,0.02966802768802737,0.04855696816932078,0.5293227734653609,0.28363459441805966,0.029767029132208002
Agglomerative (Hierarchical),0.0,0.6000000000000001,1.0020494388283665,0.038388172011442755,1.0851884817267259,0.3363193959761287,1.033952309541019,0.19118860181706265,1.0031512579672746,0.03308180476750455,0.03830965870938228,0.3099179558568345,0.18491046448934675,0.032977882951111016
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.9735649315786754,0.06456202184672101,1.138557451625108,0.3933690097765208,1.0545982806715433,0.2272011521904921,0.9766132907556345,0.044890412332709566,0.0663150651308188,0.3454977254024816,0.21543857633241711,0.04596539158091585
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.9820012970401157,0.07242132463265831,0.9812225378533128,0.36252390861016287,0.9591653007531811,0.20890853818028027,0.9818609812074284,0.057222650888545674,0.07374870567986615,0.3694614571361977,0.2178024351133591,0.05827978907785602
Agglomerative (Hierarchical),0.5,0.2,14.861877697385472,16.058910644256233,13.00606322744054,16.179533586300913,13.5345849023087,15.618207268102063,5.97815444155017,4.921607652477043,1.0805438566542198,1.2439993027378877,1.1539480065944205,0.8232653907818483
Agglomerative (Hierarchical),0.5,0.3,3.3043709942960033,4.7016631153961175,3.880793543129273,6.290695528996581,3.5860629723473645,5.520313564132162,1.544546994593643,1.3008743361902932,1.4228617559929306,1.6209817551706414,1.5393799848747989,0.8422368116630482
Agglomerative (Hierarchical),0.5,0.4000000000000001,2.3237160854279804,1.4160551788616589,2.443924250745898,1.8456238436707098,2.3781162130193367,1.6345608402592242,1.7484443491812574,0.8070243591176016,0.6093925104455482,0.755188645109363,0.6873342990181,0.4615670836166483
Agglomerative (Hierarchical),0.5,0.5000000000000001,1.6035794774078689,0.9682553904060472,2.093615269929372,1.9093221953418684,1.8394521686448226,1.3968182824258166,1.331002416441203,0.5748213405059777,0.6038087940431857,0.9119737626895887,0.7593664604254934,0.4318709969309589
Agglomerative (Hierarchical),0.5,0.6000000000000001,1.3136075315833615,0.9319438071540423,1.7515076049730331,2.2325960011281767,1.523623377089227,1.5447064697180724,1.0757633391189014,0.48731505311267564,0.7094537635839531,1.2746710289976448,1.0138374699061938,0.45299466471111444
Agglomerative (Hierarchical),0.5,0.7000000000000002,1.2227014106336855,0.4169901758606269,0.9898216465985739,0.32607698414497,1.08250110421204,0.3569821248983294,1.190267137928611,0.3370791605227949,0.34104007097245004,0.3294300395081295,0.3297752986202995,0.2831962252687279
Agglomerative (Hierarchical),0.5,0.8000000000000003,1.0395822824048513,0.2698196010321131,1.0518981072552145,0.4583055594515806,1.0397674188859096,0.34301717952076693,1.0049704867871738,0.20725684172865932,0.2595461711870879,0.4356938721445814,0.32989798804073234,0.2062317694435447
Agglomerative (Hierarchical),1.0,0.2,0.4991434899321646,0.5244683864763461,0.47160080321285136,0.4971776924176876,0.4845256885544291,0.5095423377118378,28.285200801603207,87.74215677659319,1.0507367060875084,1.0542341934759014,1.0516312132635222,3.102051754627104
Agglomerative (Hierarchical),1.0,0.3,66.4185547881782,152.8047061757043,60.89377613639961,141.21717674971487,63.51310681044595,146.74778087376777,27.84688113119531,42.34166752126071,2.300632807549464,2.319074061582157,2.310511770613499,1.5205174080995267
Agglomerative (Hierarchical),1.0,0.4000000000000001,21.696204546496574,40.048023599287255,22.773699359727594,45.36389499272045,22.19670589124513,42.71975010088205,6.364858121298424,8.182642683611704,1.8458538917929803,1.9919422960742494,1.9245986458617566,1.2855970278788327
Agglomerative (Hierarchical),1.0,0.5000000000000001,9.057165607754564,12.742344706854087,10.061457932159561,14.910822683630899,9.591535853737176,13.909626732790775,3.213567308914777,2.899582526228685,1.4068799510460916,1.481974360392767,1.4501980647208998,0.9022940077168868
Agglomerative (Hierarchical),1.0,0.6000000000000001,4.140686236956798,8.932307576843723,3.593060101350973,6.86992771403921,3.742407431657168,7.511932221541958,1.3531576768298048,1.3877133350747355,2.1572046433077556,1.9119991094655362,2.0072459663259097,1.0255370522124871
Agglomerative (Hierarchical),1.0,0.7000000000000002,2.6678963209005424,3.033036824832624,2.5954258612144487,3.068983848017257,2.5583299769273604,2.897048660669987,1.8163256722011465,1.5833674712782497,1.136864577934134,1.182458683902156,1.13239835627046,0.8717420534828524
Agglomerative (Hierarchical),1.0,0.8000000000000003,1.611043790411065,2.1102558936639135,1.533395596562709,2.1537821731331275,1.560443762424443,2.1338431361505554,1.2211272992269333,0.9018991222029844,1.3098687361722627,1.40458351253981,1.3674591725338623,0.7385791168324182
Agglomerative (Hierarchical),1.5,0.2,0.4,0.5163977794943222,0.4,0.5163977794943222,0.4,0.5163977794943222,0.4,0.5163977794943222,1.2909944487358054,1.2909944487358054,1.2909944487358054,1.2909944487358054
Agglomerative (Hierarchical),1.5,0.3,0.2998003992015968,0.48272480939689766,0.30040080160320637,0.48369155094749,0.30010040060140264,0.48320762866872474,0.6001001001001001,0.966137884258965,1.6101539913971088,1.6101539954823052,1.610153227721037,1.6099612116342052
Agglomerative (Hierarchical),1.5,0.4000000000000001,8.327340068942773,22.42545074441909,8.265904687981617,22.19952488762931,8.296682232526202,22.312708820637045,15.032816941337206,44.71764157494696,2.692990866081706,2.6856739492661665,2.6893531890570186,2.974668137678341
Agglomerative (Hierarchical),1.5,0.5000000000000001,37.992571869599416,74.12513283030944,39.28839428162519,76.54960259081203,38.626019650613536,75.3135410830473,17.372988144157592,24.315073452029967,1.9510427744856693,1.9484024224073102,1.9498136687208727,1.3995907468691244
Agglomerative (Hierarchical),1.5,0.6000000000000001,8.149472579630451,24.38929174015413,9.290607861776072,28.011366477185977,8.73449267285634,26.248855223616374,1.4471230410808409,2.920205730306656,2.9927448067148528,3.015019780614342,3.0051951735203084,2.017938798158853
Agglomerative (Hierarchical),1.5,0.7000000000000002,12.0583581710255,11.835046410079467,13.595881988715522,13.420536552315985,12.82820964588402,12.589507137193738,4.450884370770658,5.061503932272449,0.9814807490556535,0.9871030480740365,0.9813923754538211,1.1371906144117745
Agglomerative (Hierarchical),1.5,0.8000000000000003,5.513828512648779,8.298963863857102,6.742116947559936,10.73155812895633,6.141614467625336,9.548258172135753,2.490479327849505,3.0548540301552536,1.5051182394989606,1.591719368326921,1.5546821153408543,1.2266128837106545
Agglomerative (Hierarchical),2.0,0.2,0.3,0.48304589153964794,0.3,0.48304589153964794,0.3,0.48304589153964794,0.3,0.48304589153964794,1.6101529717988265,1.6101529717988265,1.6101529717988265,1.6101529717988265
Agglomerative (Hierarchical),2.0,0.3,0.7,0.48304589153964794,0.7,0.48304589153964794,0.7,0.48304589153964794,0.7,0.48304589153964794,0.6900655593423543,0.6900655593423543,0.6900655593423543,0.6900655593423543
Agglomerative (Hierarchical),2.0,0.4000000000000001,0.1998003992015968,0.4212164886596168,0.1998,0.4212156481212708,0.1997999997999998,0.4212153839130545,99.8999001001001,315.2091185234375,2.1081864217629174,2.1081864270333877,2.10818510678024,3.1552495869124666
Agglomerative (Hierarchical),2.0,0.5000000000000001,66.86798830406964,159.93135678888584,66.90060808401725,160.64256274255158,66.88305827716363,160.28443027532418,153.69373574761354,317.61650440583725,2.3917476934049215,2.4012122960199154,2.3964877564525375,2.0665546507855574
Agglomerative (Hierarchical),2.0,0.6000000000000001,88.77849715604954,161.27724706980183,89.00314062660007,162.7179174475889,88.8871943276536,161.99104403671586,27.683032108209556,46.045982164241295,1.8166251089643737,1.8282266929236644,1.8224339879554394,1.663328712846672
Agglomerative (Hierarchical),2.0,0.7000000000000002,15.575114419587752,29.866283460446187,16.081843425959537,30.872470880384025,15.827226458570198,30.36633987551869,7.137509677435569,13.17998290175549,1.9175643052024973,1.9197097038358955,1.9186141017825513,1.846580039453049
Agglomerative (Hierarchical),2.0,0.8000000000000003,15.291316108771364,27.492609154809283,16.24204152947539,30.451169105927303,15.753563822023883,28.945334288879373,4.7847541480976465,6.767502371876954,1.797923014555892,1.8748363037162399,1.8373832496500289,1.4143887360581777
Agglomerative (Hierarchical),2.5,0.2,0.3,0.4830458915396479,0.3,0.4830458915396479,0.3,0.4830458915396479,0.3,0.4830458915396479,1.6101529717988263,1.6101529717988263,1.6101529717988263,1.6101529717988263
Agglomerative (Hierarchical),2.5,0.3,0.2,0.4216370213557839,0.2,0.4216370213557839,0.2,0.4216370213557839,0.2,0.4216370213557839,2.1081851067789192,2.1081851067789192,2.1081851067789192,2.1081851067789192
Agglomerative (Hierarchical),2.5,0.4000000000000001,0.2,0.4216370213557839,0.2,0.4216370213557839,0.2,0.4216370213557839,0.2,0.4216370213557839,2.1081851067789192,2.1081851067789192,2.1081851067789192,2.1081851067789192
