keep,drop,similarity
413,414,0.9999952658617811
525,593,0.9999733207377142
523,546,0.9999307558409325
487,490,0.9999168966066831
461,560,0.9999139997434374
413,440,0.999876894432827
525,569,0.9998523636069143
461,585,0.9998292071273236
465,487,0.9998179029863383
461,613,0.9997973046055997
580,605,0.9997642367879669
162,189,0.9996569032286433
186,419,0.9996451265065258
417,625,0.9996165779696574
424,448,0.9995345095915368
556,604,0.9994928920475967
413,438,0.9994519910372394
520,523,0.9993557056322614
461,617,0.9993330926013507
236,260,0.9993175638353784
442,461,0.9993055786130076
571,595,0.9992410986962363
606,607,0.9992293762838733
393,410,0.9991612890059709
581,606,0.9991156174823695
537,561,0.9991104723912088
369,424,0.9989436720940867
391,624,0.9989344436537327
413,615,0.998864765334659
393,417,0.9988442555492871
556,580,0.9987711558315373
188,211,0.9987039360027825
413,556,0.9986958266998182
162,186,0.9986641725122193
236,262,0.9986431366975542
392,393,0.9985902852573434
525,545,0.9985719197157398
436,590,0.9985675539046457
581,582,0.9984388414723618
405,608,0.9984167973793656
464,465,0.9983350347256861
489,514,0.9980737478419972
463,464,0.9980586189926437
463,515,0.9979442217603565
355,405,0.9978466532320689
463,488,0.9976761867270695
413,555,0.99756282190041
436,486,0.9974969171206977
101,325,0.9974866855788533
518,543,0.9974752278547869
391,460,0.9974723833611315
493,518,0.9974715904428904
394,418,0.9974536895642847
355,537,0.997374071178462
187,394,0.9973386989949303
162,187,0.9972011166116708
498,525,0.9970176702086296
381,382,0.997017614577246
471,497,0.9969736116264564
381,407,0.9969449333475746
437,462,0.9968458580018402
471,496,0.9968129964858818
469,471,0.9966647447884899
463,489,0.9966553777817292
368,449,0.9965689710629659
472,610,0.9964989063162905
469,472,0.9963420366318714
286,345,0.99632933627672
319,344,0.9960819056089385
413,581,0.9960647685004772
368,450,0.9959576744652241
162,190,0.9959318296215285
136,368,0.9958533333300235
381,433,0.995806363934532
114,241,0.9957755690706098
309,320,0.9957650599422707
101,254,0.9957539758490178
381,383,0.9955260649693514
149,273,0.9954099956039695
381,408,0.9951513173583973
188,396,0.9951377746027704
413,512,0.9950254118396136
381,406,0.994946443792675
381,432,0.9947229839487867
357,381,0.9946074816416532
355,539,0.9945601743820089
386,391,0.9945177218604628
29,463,0.9945122181024459
162,188,0.9941606380028235
349,371,0.9940535923718845
266,324,0.993997144818576
101,300,0.9938128923203333
431,536,0.9937244087879966
243,295,0.9935826045373259
565,571,0.9934808983712864
302,565,0.9934413631262675
319,343,0.9933896076965743
236,261,0.9932368500161466
474,475,0.9927859233568159
280,342,0.9926530882010037
278,437,0.9921833138799854
161,392,0.9921187725616594
236,258,0.9918364012600986
236,401,0.9915277532821963
594,596,0.9909007260113409
318,319,0.9908508069227038
101,400,0.9905142368465963
355,413,0.9904708875200849
201,436,0.9902882907234878
236,351,0.9901899369744309
162,349,0.9901808107791079
126,293,0.9899832680817495
236,352,0.9899125474539796
53,132,0.9897565108308428
236,378,0.9895747165898748
573,622,0.9895100566174374
114,527,0.9894952899093713
236,477,0.9890471233371032
236,476,0.9889971401041784
236,452,0.9889681649328466
179,386,0.9889119903447484
11,29,0.9886785080625058
114,286,0.9886355869718018
548,570,0.9885962946485481
236,451,0.9885735987844677
244,269,0.9884998094568996
572,620,0.9882092217964424
244,270,0.9882032999142463
280,318,0.9880073693977859
236,377,0.9877965054114974
236,602,0.9876858665153441
236,577,0.9876789547945252
252,268,0.9876142287139555
236,576,0.9875444110641574
114,334,0.9873525073479165
113,202,0.9873485278405207
101,280,0.9873323626842908
236,601,0.9870057167537191
114,361,0.9868444941339742
179,609,0.9865735968552077
236,259,0.9864411523560265
114,309,0.9862446263906611
114,210,0.9861320899649796
105,255,0.9858180503733902
236,376,0.985798255889526
114,289,0.98578720102248
152,474,0.9856513857974702
183,236,0.9855486996372009
572,598,0.9851847745073609
278,439,0.9851110478585187
179,429,0.9847415412431428
179,235,0.9844143289794732
301,621,0.98401155707063
5,206,0.9839813627396714
114,528,0.9839143740067563
244,245,0.983876331008044
179,232,0.9838487491882966
179,283,0.9837947010828801
106,360,0.9835743904021159
106,618,0.9835456408248995
161,237,0.983531298652918
136,179,0.9832359436910514
447,623,0.9829160649625599
114,288,0.9826098735009514
114,365,0.9825345007776733
114,364,0.9822633979979639
87,139,0.9822552452771991
226,447,0.9820735869265361
152,619,0.9814117091351656
106,326,0.9813039057615424
8,548,0.9807514353237491
30,76,0.9807272553004933
243,244,0.9806945400432998
573,599,0.9806109630776261
412,513,0.9805566158150261
201,442,0.9803815459721994
101,369,0.9803551309257962
53,500,0.980253754038879
201,592,0.9801386348826591
201,591,0.979977636135629
302,549,0.9799445375855687
201,517,0.9797396315076083
64,321,0.9797051500452857
201,468,0.9796180131974188
162,266,0.9793725564161253
201,492,0.9793018389425825
201,493,0.9790219277776662
201,278,0.9787412379245704
201,541,0.9787250239993923
201,567,0.9784120227210316
11,56,0.9784015078392424
114,311,0.9779631454487585
201,542,0.9774739605449099
153,201,0.9773357005813886
101,136,0.9770526111193572
101,135,0.9768618267161902
572,594,0.9768606734524348
106,445,0.9768164847393549
114,333,0.9765731594010651
106,554,0.9765355614021722
101,162,0.9761974828193958
101,161,0.9760180890379744
114,363,0.9752467895369896
155,290,0.9752088214491808
114,310,0.9751880044047047
35,114,0.9749423869876268
32,301,0.9748049873753609
58,106,0.974782113777511
152,157,0.97457029404923
55,335,0.9730945729156186
126,294,0.9730584513707867
64,128,0.9725094898412818
55,257,0.9722537075687514
55,336,0.9722392115453493
85,113,0.9721720200942747
3,103,0.9719050073725072
214,374,0.9717965621055242
180,367,0.9715997156878051
101,264,0.9713924608708157
130,227,0.9712638860473809
78,366,0.9711018655231136
55,308,0.970875887493997
38,415,0.9707788995031411
55,274,0.9704572670154097
3,87,0.9698185002663764
55,150,0.9698108033533264
110,152,0.9697354161636565
395,550,0.9690389266566632
35,55,0.9689936287003948
252,267,0.9683459124805955
277,564,0.9679421287421615
36,184,0.9677563236150705
36,233,0.9676944304843708
243,252,0.9674512412205549
60,597,0.9665555442039969
80,398,0.9661659725728184
52,105,0.9659701502085247
6,90,0.9658441125877335
275,346,0.9649743493280367
5,26,0.9643508647150945
302,573,0.9643242130602635
292,306,0.9643111590764131
111,180,0.9640749344155355
51,82,0.9634587664873022
11,226,0.9634496980992617
3,129,0.9621142553759922
36,182,0.9619172388609996
155,176,0.9617196464624244
214,373,0.9616945693169712
275,313,0.9616632592292719
174,175,0.9616169425709558
85,572,0.9615742214744492
36,284,0.9602985666366655
52,305,0.9598435567418733
78,275,0.9596304228727531
81,126,0.9594062480026039
155,338,0.9591498808494423
8,86,0.9589312724097099
3,159,0.957485427024617
155,265,0.9568574501671161
412,588,0.9566063527615057
204,230,0.9564638342693734
302,329,0.9560241153127291
109,302,0.955900189456575
51,130,0.9551564250506077
38,491,0.9550447158304916
3,37,0.954651037634654
3,138,0.9546024943677165
563,574,0.9545658882676822
10,228,0.9542720984283808
36,547,0.9534844284653583
131,337,0.953278783171422
65,115,0.9531437830288597
332,348,0.9530377055453727
41,174,0.9524243597253916
131,155,0.9520312900064191
238,240,0.9519189622055118
203,387,0.9517146017644772
11,30,0.9516483581630372
2,11,0.9515523682851997
36,183,0.9512757077565828
4,253,0.9510769578293775
36,208,0.9509387229566091
32,83,0.9508665238475074
204,421,0.9505962061661545
36,101,0.9501233854097344
36,505,0.9496547799994361
2,566,0.9496537257609418
36,504,0.9491905751676021
36,479,0.9484243211980838
2,3,0.9482047707693854
38,441,0.9481310948818835
79,127,0.9478878520640679
131,339,0.9476920942468092
36,480,0.9475872236734163
36,454,0.9475076329874939
153,229,0.9474283256214597
215,239,0.9471112833623453
36,455,0.9469019190574981
8,13,0.9468052734951417
36,603,0.945878936007948
36,578,0.9457308573186796
36,531,0.9443118909089756
238,330,0.9442845501281545
51,205,0.9442494760862973
36,404,0.9440655681966508
7,412,0.9440624990507326
28,111,0.943694178355778
32,203,0.9436335067746777
8,134,0.9432466459547352
131,199,0.9431526680891058
8,133,0.9430444814864178
238,526,0.9429669011894417
8,563,0.9425605519088046
7,238,0.9419647279886469
256,299,0.940389631290822
51,54,0.940031761639476
32,164,0.9389507674889048
78,200,0.9386395139921841
8,420,0.9386245712351367
35,79,0.9384430074830481
64,131,0.9377297698723641
36,552,0.9374797166575682
36,551,0.9369822263204027
10,156,0.9362704535274542
36,509,0.935706605143895
60,204,0.934641726582973
39,304,0.9341901983682321
36,59,0.9330068680447157
32,109,0.9323569626017915
36,534,0.9321518818973556
36,484,0.9320791982266713
36,483,0.9319411297182567
88,212,0.9318919753115412
36,507,0.9313582992443056
36,533,0.9311331760961041
36,482,0.9311262036589939
65,140,0.9311055688163171
36,510,0.9310299659103425
36,458,0.9306200439035941
36,508,0.929755093164436
36,457,0.9291919224855869
38,614,0.9288834590356225
36,532,0.9283321427197639
36,431,0.9271956398167739
8,108,0.9260547368746257
214,347,0.9258461005187733
7,28,0.9253492182157909
10,611,0.9250220714657382
60,575,0.923836566710275
32,181,0.922355591285041
292,322,0.9223284733515259
78,249,0.921965989829711
78,332,0.9215624480243145
36,357,0.9208763693423707
36,356,0.9207384414315476
2,51,0.9205488993926241
36,380,0.9201120823292941
36,557,0.9200110657803242
36,583,0.9197877278299595
36,355,0.9185644311915949
256,292,0.9179392725397464
66,78,0.9176444324763462
8,395,0.915354895891542
2,52,0.9132382347056416
35,36,0.9123053248789341
2,5,0.9109422485106377
2,7,0.9107843131937383
38,80,0.9101834742531785
4,61,0.9097805058145058
213,263,0.9064699092160997
579,586,0.8990012194905682
323,370,0.8987950758153421
8,600,0.8981714026576203
2,153,0.8941720528630346
4,39,0.8932435323165286
213,385,0.8920726346178863
77,341,0.8913913769720022
151,214,0.8910176886567691
213,399,0.8898725120224271
587,612,0.888930735762235
38,467,0.8888131110902859
10,579,0.8885450079709787
32,60,0.8883712080280639
4,277,0.8871283289242249
4,538,0.8856947503667916
2,466,0.8853759385112064
185,323,0.8835412521734892
62,256,0.8816958205743521
77,340,0.8796497303594404
32,85,0.8779273364588775
2,520,0.8766755786719702
2,495,0.8763773786679823
2,521,0.876313038940995
2,522,0.8761590760592728
2,470,0.8759723235125465
2,469,0.8758844128197171
77,151,0.8757038165888271
316,372,0.8756514159388694
38,587,0.8750897708171836
8,137,0.8740326841476005
10,589,0.8730718636074877
2,112,0.8704517507667222
4,8,0.869589985013357
32,154,0.8693909150950461
2,34,0.8682373256746614
107,213,0.8679900302096789
2,53,0.8678375915027701
2,494,0.866904171275013
2,498,0.8664950065820982
2,584,0.8664883809878923
2,473,0.8662652442830389
2,388,0.8662566433960028
10,88,0.8645754166117212
2,389,0.8634305498555244
2,499,0.8625223435707953
38,316,0.8621911476357706
38,314,0.8608729589282893
2,158,0.860486049076389
32,163,0.8599669838596284
2,276,0.8593030738674337
89,224,0.8591419923608903
32,110,0.8579217622332164
2,390,0.8575384203978101
4,177,0.8573734943291182
2,443,0.8542261325187228
2,57,0.853864733565892
32,185,0.8528017084723806
2,84,0.8526771731699091
215,397,0.8453441353125472
62,89,0.8451432429477501
62,104,0.8449531518956854
2,58,0.8434143564345786
215,423,0.8420127794536579
62,77,0.8415843241673046
2,307,0.8406716301063033
4,350,0.8374454901774268
4,446,0.8367805038706873
4,15,0.8330316003246006
62,315,0.8299502016150277
4,425,0.8294007144449159
2,165,0.827073265713173
38,62,0.825983081672292
38,215,0.8210963517958091
2,291,0.8185640197119175
4,9,0.8118786667211311
4,375,0.7980854211075199
4,160,0.7871169844898567
10,32,0.7753934292264701
4,231,0.7726240287807039
4,27,0.7659818248013461
10,562,0.7635521781882861
38,503,0.756103004218005
2,298,0.7525591919571433
4,422,0.750400013011121
38,66,0.7403324515266632
38,178,0.7347299564359293
10,38,0.7342443622008401
10,107,0.7300435257978763
10,250,0.7239653877888302
10,225,0.7196767892858273
2,10,0.6596026459411388
40,81,0.5996286517812713
31,33,0.5994921065428375
41,149,0.5991896376628774
35,40,0.5976325286643458
41,65,0.5972288170649088
6,41,0.5955660289168067
64,312,0.5951656011630879
102,303,0.5945223873251921
35,64,0.5945188842778937
6,102,0.5941194059137451
6,297,0.5899520688733351
31,35,0.5861256138848983
6,328,0.5831283152746434
6,31,0.5785382809125962
6,243,0.5725822753931854
6,12,0.5599804565822517
6,17,0.5570318778125524
6,296,0.5546311135847198
6,91,0.5545668331299961
6,362,0.5525540601620518
6,67,0.5500622733971869
6,25,0.5494261324287626
6,18,0.548968321198806
6,116,0.548107458398173
6,63,0.5475318077481325
6,43,0.5465675460117494
2,4,0.5459717314098432
6,42,0.5453130960931672
6,219,0.54256234015556
6,16,0.5422525670704402
6,92,0.541929771905492
6,242,0.5410023206142366
6,117,0.5408264200160315
6,68,0.5399940035336774
6,142,0.5375646976221141
6,173,0.5362660714813243
6,141,0.5344810707769133
6,221,0.5337186042529991
6,271,0.5337129658453658
6,14,0.5330253158839342
6,220,0.531880916018221
6,167,0.5317397206986749
6,166,0.530781093105359
6,191,0.5303502020065962
6,198,0.5301800602820845
6,272,0.5299996204335718
6,172,0.529709082148298
6,148,0.5292469117718109
6,246,0.5282128393279312
6,93,0.5281281444066529
6,196,0.5276816087371105
6,19,0.526953354300668
6,223,0.525375182483201
6,118,0.5252569809080405
6,248,0.5248998791749675
6,20,0.5240010135237624
6,73,0.5238616861434838
6,50,0.5237256699699901
6,124,0.5233035798692713
6,192,0.5232682534313011
6,218,0.5220274350719317
1,6,0.5217019457672456
96,170,0.39973477198542967
49,193,0.3996748103777392
47,69,0.39954094428989123
22,119,0.3993021668040814
143,217,0.3991516852364954
46,94,0.3991118814306931
44,74,0.39899877376358195
45,71,0.39898766212383324
22,46,0.39889146600107644
70,121,0.3988398131960111
120,145,0.39869254873920407
47,194,0.39864960104522773
21,48,0.3985782606941542
47,96,0.39830808417008284
98,195,0.3982829052582723
70,97,0.398264318804758
47,169,0.3978968054009843
24,75,0.3978754089975874
21,72,0.3976428453982428
44,99,0.3974763173852752
22,23,0.3973796787875756
98,123,0.3972322675843988
45,47,0.39677976786208463
44,49,0.3963586244818981
22,95,0.3963024584362126
146,171,0.39629173701958786
24,100,0.3959327744563315
44,143,0.39589727865543295
70,120,0.39588224226828417
22,24,0.39578158031622374
147,197,0.39560679216424294
45,146,0.3953732232820646
222,247,0.395371229867948
122,147,0.39445230237042556
21,98,0.3940618294191347
21,44,0.393861383800995
45,144,0.393849969914773
45,70,0.3937961926226917
21,168,0.3925798190506885
21,45,0.39232202500689967
279,281,0.39216279142370164
125,279,0.39036492918210813
21,122,0.387761830197954
21,22,0.38505482091859905
21,125,0.3845122202618704
1,251,0.38036488832661164
