keep,drop,similarity
242,391,0.9999933505473171
287,392,0.9998601087163297
287,397,0.9997750448115162
365,446,0.999756266695158
340,365,0.9997405162383036
287,393,0.9997182835242572
287,442,0.9995134446924415
241,317,0.9992816924186393
287,445,0.9992672080177853
241,267,0.9992216420330517
31,90,0.9991531799858533
271,287,0.9991500269965842
241,313,0.9990120959203077
314,366,0.998992244910607
241,315,0.9989249025295484
241,339,0.9989180199358849
241,341,0.9988555556459567
241,289,0.9988317274892242
241,288,0.9987905643504571
6,32,0.9987551769670053
6,212,0.9986440860547172
241,312,0.9986351307894461
241,338,0.9986308662026192
31,420,0.9986040830883305
241,290,0.9984556713562182
340,419,0.9982901420785208
241,337,0.9981399584596962
241,364,0.9981310701384202
271,340,0.9979659231719324
241,314,0.9973436167978504
6,31,0.9971407469910356
26,342,0.996867797867371
223,447,0.9967032690711038
173,367,0.9962716740818889
6,8,0.9961947743658323
531,607,0.9961860636440751
6,394,0.9960589093046603
268,293,0.9959867449594981
182,623,0.995879523675296
173,266,0.9958111124763949
6,57,0.9955517955736102
414,440,0.9955390063675664
531,557,0.9955091101918673
273,421,0.9954775604047164
460,531,0.9950222215359428
232,351,0.9949349291272739
6,83,0.9946080053639399
199,569,0.9945687114552118
173,363,0.994519577860709
6,369,0.9945079596190767
173,336,0.9944082465546529
173,270,0.994365661767206
173,242,0.9943517528837682
6,86,0.9943220726845168
173,411,0.9943009705369552
72,519,0.9942554868585267
173,193,0.9942106955065209
2,352,0.9941867835363636
6,214,0.9941011728683393
173,245,0.9940139977716355
173,294,0.9940029472151817
262,273,0.9939953621469539
76,612,0.9939950238527204
6,262,0.9939419511610287
173,243,0.993916496687639
173,318,0.9939071260932599
6,33,0.9938531675237985
173,465,0.9937687294079447
173,220,0.9937657284271669
26,343,0.9937334020860852
173,219,0.9936861244155064
6,237,0.9935565104444313
173,194,0.9935279521280854
173,362,0.9934279152474663
6,85,0.9933382902377356
6,241,0.993137139883071
6,62,0.9931341367586588
173,389,0.9930928594354892
173,412,0.9930736172899923
173,217,0.9929387410227044
173,438,0.9928893777712919
173,218,0.9928820165980257
6,239,0.9927814810808435
6,12,0.9927694023904718
173,415,0.9927530588641288
173,195,0.9926211116033032
173,386,0.9926196652432911
6,347,0.9926047168969324
6,9,0.9925926384668936
6,263,0.9925565870818174
6,189,0.992518278288582
6,7,0.9925033263723886
6,58,0.9924029381709896
433,550,0.9923509882586274
173,388,0.9923473663944777
439,473,0.9922580412213344
6,296,0.9922347132181378
173,361,0.9921701380669589
6,272,0.9920610197779525
173,244,0.9919980402524858
6,264,0.9919395377931399
6,320,0.9918910336339904
173,232,0.9917592549997662
6,417,0.9917428032873454
173,269,0.9916264441570857
6,36,0.991566052927668
173,387,0.9914686476328705
6,240,0.9914141699988526
6,265,0.9913236034684656
6,84,0.9911806073013074
6,271,0.9910040194990836
6,443,0.9908525718274683
6,114,0.9908426625921581
6,59,0.9907734216089863
173,268,0.9907573127779501
6,34,0.9906831498034084
6,61,0.9906774842363268
2,478,0.9906012504384347
6,297,0.9904505516818956
6,418,0.9902149191645295
221,246,0.9895197937480715
6,215,0.989498797052603
97,227,0.9894487697942611
76,480,0.9893666454208956
6,322,0.98872448848412
6,133,0.9885286457574669
6,470,0.9884645008280678
6,238,0.9884405783163284
6,37,0.9883601488650697
6,469,0.9881401404662188
6,321,0.9880811571866097
6,444,0.9879244738405952
26,173,0.9877609592212435
226,251,0.9877215511447509
6,199,0.9876860613323134
6,346,0.987597972543971
6,35,0.9873223826260856
26,499,0.9872563190390482
6,467,0.9871039584587313
6,228,0.9867281528662615
6,60,0.9866870357674231
187,439,0.9865302800240301
187,414,0.9861552306383903
6,371,0.985930338838525
119,504,0.9857374317455816
26,187,0.9850890506414556
6,468,0.9849259989662279
6,600,0.9843183249213121
258,609,0.9842628448354614
6,295,0.9841999275245864
6,372,0.9841217670130241
154,561,0.9838696887162279
155,498,0.9833812008541211
6,188,0.9832299582763353
54,198,0.9831239130918963
2,547,0.9829636270247702
258,359,0.9828375123853101
6,236,0.9827032090420322
529,617,0.9825763467449941
2,573,0.982312271545292
6,345,0.9823119692216377
400,618,0.9822582177591237
258,382,0.9821653231308886
156,182,0.9816774082200779
258,384,0.9813348744151256
6,11,0.981197718021569
186,284,0.9808819551064887
231,395,0.9806253974243764
169,285,0.9805586647296431
155,258,0.9805504131275415
26,390,0.980324762055661
26,309,0.9796969657684518
6,197,0.9784726482989605
6,223,0.9783554545739489
6,169,0.9783404277924587
156,221,0.9777456233074004
6,213,0.9775651074968831
118,335,0.9772411568144646
156,222,0.9768915735894581
6,10,0.9768869456145878
6,247,0.9768320559418792
6,255,0.9767162807172326
156,492,0.9765770565241232
291,374,0.9756996102158417
292,400,0.9756642642514014
26,76,0.9752531382223506
6,279,0.9751870859986354
99,464,0.9746238131709403
156,493,0.9744963191332717
156,471,0.9742281841097851
6,204,0.9739901659121166
6,115,0.9732756222606878
6,304,0.9731284479499589
155,172,0.9715907889376495
275,466,0.9715313696986706
156,235,0.9709362019585247
611,622,0.9707596735061923
155,281,0.9706587891980683
119,155,0.9705752793958328
26,54,0.9704011791604206
26,413,0.9703948378233724
118,323,0.9698219123251329
154,156,0.9697793393288894
118,316,0.969707815952611
180,231,0.9692237922050221
185,190,0.9690551840143331
6,26,0.9686580444493745
6,140,0.9681397516539128
6,278,0.9666211995838707
202,611,0.966157975116315
87,163,0.966042833666836
82,625,0.9645318047205131
2,552,0.9643565413275044
6,349,0.9627970453520346
180,563,0.9620588044172853
109,167,0.9617296406160255
38,487,0.9611439864371818
118,436,0.960539765092549
130,261,0.9587368397481804
6,326,0.9581114635658629
275,441,0.9555505625610083
6,224,0.9551504676841762
168,575,0.954810170075037
291,588,0.9540802271486697
65,186,0.9540315220738098
180,529,0.9539898018700078
180,462,0.952168571166435
30,184,0.9510906037127765
6,30,0.9507601713326685
180,229,0.9496626856893968
596,599,0.9495040119330954
130,375,0.9493506930566047
6,545,0.9493230000247934
6,568,0.9492957899221703
6,234,0.9492012966216717
38,63,0.9489087617391333
87,291,0.9483800344351245
82,598,0.9482262005955346
27,110,0.9481469232513363
82,165,0.9480860552293192
99,119,0.9480664831402681
2,6,0.9478275188125728
130,344,0.9461953853814119
494,495,0.9460831116011151
38,99,0.9455985752602751
130,491,0.9454942851646002
250,325,0.9448917119411187
175,185,0.9439034083868696
130,537,0.9430957282751085
130,476,0.9429318151094237
252,416,0.9420901852883881
38,202,0.9418456642580468
275,396,0.9415399693769267
275,475,0.9410814171953867
38,118,0.9409817564407197
87,168,0.9400395168771086
127,380,0.9395405459396308
127,381,0.9385304617974384
275,423,0.9382318400205241
38,567,0.9369232689223852
38,142,0.9366097340125921
154,180,0.9364367281680857
376,518,0.9353758760056283
38,41,0.9353026799304255
127,405,0.9352810746499557
38,122,0.934576441174209
127,404,0.9340849906946482
38,329,0.933987840123095
38,162,0.9338021322260806
2,503,0.9337717349801908
38,111,0.9334087784827712
130,370,0.9329657105091564
127,427,0.9323817996189219
127,452,0.9306378695436262
127,453,0.9304174867652181
130,373,0.9302973525310863
38,123,0.9300256928319137
127,135,0.9299274855911147
130,283,0.9294160112189449
127,428,0.9293390958950425
127,454,0.9289265380346392
127,429,0.9286021710310169
116,203,0.9278312581110472
2,450,0.9276812299946446
81,260,0.927621425931124
38,615,0.9268688583188979
127,403,0.926644237411548
127,521,0.9265275829804677
250,422,0.9250057984697019
38,97,0.924990137112323
127,564,0.9249552081813555
87,516,0.9245727699962816
127,479,0.9244887690252284
38,93,0.9242880239349984
127,430,0.924259138157662
38,378,0.924241847140871
56,275,0.9242305674166094
19,38,0.9239130368028168
127,451,0.9234860321107328
127,426,0.9228278817483605
87,127,0.922577493565456
130,494,0.9224640363402806
286,292,0.9223611583624105
130,286,0.9221613921867832
130,306,0.9211839858675359
2,572,0.9201860841566311
230,399,0.9200563858529347
25,81,0.9199319013595166
65,92,0.9184738204462817
311,587,0.9177665407529654
252,324,0.9174768338129351
250,385,0.9169472359238624
130,579,0.9149809857421327
116,147,0.913893362563757
252,299,0.9130806010004427
27,252,0.9125812551006177
2,233,0.9117678205555189
116,120,0.909450332145469
2,56,0.9091188804503769
116,141,0.9082924653427477
71,332,0.9054164775944715
136,536,0.9049185541939155
71,357,0.9047149054198208
65,108,0.9042447388848658
71,282,0.904092112587636
27,250,0.9030519470180655
71,308,0.9029804725520026
82,132,0.9009106321110654
82,596,0.9005720061122233
87,300,0.9001388773308985
87,157,0.899859176157924
87,331,0.8984226592655127
116,376,0.8968357247408394
2,154,0.8966738095380953
2,595,0.895102779297172
136,334,0.8941529079693156
205,424,0.8936991544431245
87,101,0.8927298482232984
116,597,0.8925028295278636
25,350,0.891967291661899
2,153,0.8915855540912226
104,116,0.8912893774255009
2,328,0.8907391035558694
136,554,0.8903468744228455
136,461,0.8902975283691099
2,276,0.8898620769060128
71,456,0.8892894398139697
124,181,0.8892220168228295
71,409,0.8892190010726639
71,457,0.888596489178587
71,407,0.8885014150683301
25,82,0.8882212914183371
71,481,0.8880099175370425
71,432,0.8878585386024774
87,307,0.8851018969667426
2,259,0.884958377687254
2,472,0.8827780509766573
2,571,0.8824178415869304
87,520,0.882040529045024
2,305,0.8813887371158917
87,383,0.8809756445478056
136,530,0.8808725819166217
71,507,0.8808282399391507
2,301,0.8807262886595898
136,431,0.8802540992596273
136,144,0.8799154032323591
2,525,0.8798220161630048
71,506,0.8794835023156021
2,303,0.8762083802356375
2,496,0.8745354934414403
2,104,0.874251621648356
130,277,0.8733724679318267
71,435,0.8728359606525239
166,230,0.8720511278608565
25,130,0.8700854859214966
117,548,0.8693865991200708
71,128,0.8690858292555149
87,580,0.8669899762279979
71,433,0.8645743347174415
437,463,0.8641860846813925
71,601,0.8634140249225628
75,542,0.8632864414343684
87,311,0.861686520933387
25,29,0.8592456966531339
205,377,0.8591495576427315
87,576,0.8586127102213542
2,327,0.8577358763355092
166,171,0.8550364360962368
87,555,0.851488654205627
95,205,0.8512960489663517
5,159,0.8508867834235635
87,581,0.8498890983870047
87,604,0.8492529544088099
87,192,0.8491434679196577
52,109,0.8490325530313991
75,437,0.8483535337016781
71,619,0.8449816751931853
25,348,0.8446155469241632
87,333,0.8437801116415925
139,208,0.8434294233208866
52,65,0.8433525026083659
55,87,0.8428265482686901
52,161,0.8415456143346156
79,136,0.838233112413489
79,541,0.8370835784326397
3,71,0.8360646508047972
5,176,0.8352756266145878
3,94,0.8345350226984828
79,455,0.8328091001948692
79,515,0.8325192055598115
1,75,0.831145414314778
3,72,0.8307906323599102
27,624,0.8306212792051826
45,485,0.8304133483079732
79,539,0.8303994835119224
3,45,0.8301925913517707
5,146,0.8285653044613743
70,483,0.8282819420654937
3,70,0.8279758826289572
42,79,0.8278216593987348
3,42,0.8275439583422497
5,117,0.8267078705925524
25,274,0.8256480054327059
5,139,0.8252938223569458
3,98,0.8247665691916393
5,91,0.8244571857552745
3,74,0.8238242314204618
25,256,0.8233665218373256
3,226,0.8200594957503549
2,402,0.8199574157599273
5,16,0.8193512191265899
3,73,0.8178601797764911
3,20,0.817440199312964
48,556,0.817059641278809
3,48,0.8170311022798207
134,183,0.8163589484309939
2,25,0.8161445492571119
