keep,drop,similarity
45,334,0.9999691046135053
191,471,0.9998603408296657
284,419,0.9998273514298781
157,182,0.9997812615375359
480,484,0.9994647251335977
483,624,0.9992981641442278
306,609,0.9991732653651824
377,456,0.9991032154963311
284,421,0.9990711906791377
131,156,0.999049034675848
131,157,0.999048224515744
217,396,0.9989555008673336
45,392,0.998954517276057
133,178,0.9988570267877932
53,477,0.9988331932505564
21,22,0.9988256803991323
33,372,0.9987803088626721
420,531,0.9987205003494319
444,451,0.9985638048621013
444,492,0.9984853082114169
443,534,0.9983509282580758
420,533,0.9983460964178469
272,606,0.9982815584828879
45,509,0.99810490467703
413,600,0.9980678724614171
130,262,0.9980414118980425
532,557,0.9979691796128739
420,495,0.9979325000646346
339,438,0.9979171486210563
114,610,0.9979052656455837
388,547,0.997902808398712
414,415,0.9978916378623144
402,589,0.9978863448341933
130,240,0.997813072401903
61,272,0.9977592598347349
204,480,0.9977171031613715
217,447,0.9976656662231755
71,529,0.9976342406456169
393,469,0.9974786447778892
130,214,0.9974389599376741
217,496,0.9973721065789987
385,537,0.9973626425473212
130,213,0.9973121035445806
32,59,0.9972823023044013
113,138,0.9971910717210769
327,459,0.9971560471716485
45,505,0.9970851390485738
90,349,0.9970641201671749
23,402,0.9969343303831893
162,246,0.9967655940967695
45,542,0.9967086288507245
217,443,0.9967020404625851
259,444,0.9966710883689601
66,432,0.9966228772176802
613,618,0.9964263012823111
133,573,0.9963228794280992
21,539,0.9963121686638828
549,593,0.996292011816278
45,360,0.9962130796829177
386,462,0.9960625910839462
259,417,0.9960561460318846
145,481,0.9960205727327984
54,71,0.9960102914552501
181,185,0.9959444467656863
45,442,0.9957798409336018
132,314,0.9956156059510265
132,290,0.9954955245041632
63,413,0.9954496723451023
2,441,0.9954254457453606
6,339,0.9953155180791537
87,113,0.9952364336613025
23,400,0.9951562597857745
204,431,0.9951133909544921
259,418,0.9951125352486289
162,344,0.9950644405769362
63,584,0.9949287936615092
132,265,0.9949231602925976
162,315,0.9948737041276959
259,394,0.9947664280977908
425,541,0.9945546916203482
302,483,0.9944403283135743
1,25,0.9944389363328099
131,181,0.9944309883286249
45,162,0.9944229731108188
310,532,0.9943571094160035
132,263,0.9941332730634823
21,420,0.994123025886414
132,264,0.9940428591943092
132,239,0.9938644290895648
259,517,0.9938379791979941
132,296,0.993780630955738
21,446,0.9936647760592103
21,284,0.9936590704972585
259,467,0.9934945946310341
66,92,0.9934231145106615
14,352,0.9933873773265458
23,282,0.9933490031067727
21,286,0.9933134906072806
259,582,0.9932446529913965
259,556,0.9930581185736117
47,259,0.9927470298418649
23,63,0.9927030437141497
21,261,0.9926437941382833
66,458,0.992456835545431
21,312,0.9924412767579195
23,403,0.9923803570159963
21,311,0.992349673782315
66,377,0.9923338399885642
